file,activity,samples,channels
std 1636.csv,Standing,50,6
std 1637.csv,Standing,50,6
std 1638.csv,Standing,50,6
std 1639.csv,Standing,50,6
std 1640.csv,Standing,50,6
std 1641.csv,Standing,50,6
std 1642.csv,Standing,50,6
std 1643.csv,Standing,50,6
std 1644.csv,Standing,50,6
std 1645.csv,Standing,50,6
std 1646.csv,Standing,50,6
std 1647.csv,Standing,50,6
std 1648.csv,Standing,50,6
std 1649.csv,Standing,50,6
std 1650.csv,Standing,50,6
std 1651.csv,Standing,50,6
std 1652.csv,Standing,50,6
std 1653.csv,Standing,50,6
std 1654.csv,Standing,50,6
std 1655.csv,Standing,50,6
std 1656.csv,Standing,50,6
std 1657.csv,Standing,50,6
std 1658.csv,Standing,50,6
std 1659.csv,Standing,50,6
std 1660.csv,Standing,50,6
std 1661.csv,Standing,50,6
std 1662.csv,Standing,50,6
std 1663.csv,Standing,50,6
std 1664.csv,Standing,50,6
std 1665.csv,Standing,50,6
std 1666.csv,Standing,50,6
std 1667.csv,Standing,50,6
std 1668.csv,Standing,50,6
std 1669.csv,Standing,50,6
std 1670.csv,Standing,50,6
std 1671.csv,Standing,50,6
std 1672.csv,Standing,50,6
std 1673.csv,Standing,50,6
std 1674.csv,Standing,50,6
std 1675.csv,Standing,50,6
std 1676.csv,Standing,50,6
std 1677.csv,Standing,50,6
std 1678.csv,Standing,50,6
std 1679.csv,Standing,50,6
std 1680.csv,Standing,50,6
std 1681.csv,Standing,50,6
std 1682.csv,Standing,50,6
std 1683.csv,Standing,50,6
std 1684.csv,Standing,50,6
std 1685.csv,Standing,50,6
std 1686.csv,Standing,50,6
std 1687.csv,Standing,50,6
std 1688.csv,Standing,50,6
std 1689.csv,Standing,50,6
std 1690.csv,Standing,50,6
std 1691.csv,Standing,50,6
std 1692.csv,Standing,50,6
std 1693.csv,Standing,50,6
std 1694.csv,Standing,50,6
std 1695.csv,Standing,50,6
std 1696.csv,Standing,50,6
std 1697.csv,Standing,50,6
std 1698.csv,Standing,50,6
std 1699.csv,Standing,50,6
std 1700.csv,Standing,50,6
std 1701.csv,Standing,50,6
std 1702.csv,Standing,50,6
std 1703.csv,Standing,50,6
std 1704.csv,Standing,50,6
std 1705.csv,Standing,50,6
std 1706.csv,Standing,50,6
std 1707.csv,Standing,50,6
std 1708.csv,Standing,50,6
std 1709.csv,Standing,50,6
std 1710.csv,Standing,50,6
std 1711.csv,Standing,50,6
std 1712.csv,Standing,50,6
std 1713.csv,Standing,50,6
std 1714.csv,Standing,50,6
std 1715.csv,Standing,50,6
std 1716.csv,Standing,50,6
std 1717.csv,Standing,50,6
std 1718.csv,Standing,50,6
std 1719.csv,Standing,50,6
std 1720.csv,Standing,50,6
std 1721.csv,Standing,50,6
std 1722.csv,Standing,50,6
std 1723.csv,Standing,50,6
std 1724.csv,Standing,50,6
std 1725.csv,Standing,50,6
std 1726.csv,Standing,50,6
std 1727.csv,Standing,50,6
std 1728.csv,Standing,50,6
std 1729.csv,Standing,50,6
std 1730.csv,Standing,50,6
std 1731.csv,Standing,50,6
std 1732.csv,Standing,50,6
std 1733.csv,Standing,50,6
std 1734.csv,Standing,50,6
std 1735.csv,Standing,50,6
std 1736.csv,Standing,50,6
std 1737.csv,Standing,50,6
std 1738.csv,Standing,50,6
std 1739.csv,Standing,50,6
std 1740.csv,Standing,50,6
std 1741.csv,Standing,50,6
std 1742.csv,Standing,50,6
std 1743.csv,Standing,50,6
std 1744.csv,Standing,50,6
std 1745.csv,Standing,50,6
std 1746.csv,Standing,50,6
std 1747.csv,Standing,50,6
std 1748.csv,Standing,50,6
std 1749.csv,Standing,50,6
ups 400.csv,Upstairs,50,6
ups 401.csv,Upstairs,50,6
ups 402.csv,Upstairs,50,6
ups 403.csv,Upstairs,50,6
ups 404.csv,Upstairs,50,6
ups 405.csv,Upstairs,50,6
ups 406.csv,Upstairs,50,6
ups 407.csv,Upstairs,50,6
ups 408.csv,Upstairs,50,6
ups 409.csv,Upstairs,50,6
ups 410.csv,Upstairs,50,6
ups 411.csv,Upstairs,50,6
ups 412.csv,Upstairs,50,6
ups 413.csv,Upstairs,50,6
ups 414.csv,Upstairs,50,6
ups 415.csv,Upstairs,50,6
ups 416.csv,Upstairs,50,6
ups 417.csv,Upstairs,50,6
ups 418.csv,Upstairs,50,6
ups 419.csv,Upstairs,50,6
ups 420.csv,Upstairs,50,6
ups 421.csv,Upstairs,50,6
ups 422.csv,Upstairs,50,6
ups 423.csv,Upstairs,50,6
ups 424.csv,Upstairs,50,6
ups 425.csv,Upstairs,50,6
ups 426.csv,Upstairs,50,6
ups 427.csv,Upstairs,50,6
ups 428.csv,Upstairs,50,6
ups 429.csv,Upstairs,50,6
ups 430.csv,Upstairs,50,6
ups 431.csv,Upstairs,50,6
ups 432.csv,Upstairs,50,6
ups 433.csv,Upstairs,50,6
ups 434.csv,Upstairs,50,6
ups 435.csv,Upstairs,50,6
ups 436.csv,Upstairs,50,6
ups 437.csv,Upstairs,50,6
ups 438.csv,Upstairs,50,6
ups 439.csv,Upstairs,50,6
ups 440.csv,Upstairs,50,6
ups 441.csv,Upstairs,50,6
ups 442.csv,Upstairs,50,6
ups 443.csv,Upstairs,50,6
ups 444.csv,Upstairs,50,6
ups 445.csv,Upstairs,50,6
ups 446.csv,Upstairs,50,6
ups 447.csv,Upstairs,50,6
ups 448.csv,Upstairs,50,6
ups 449.csv,Upstairs,50,6
ups 450.csv,Upstairs,50,6
ups 451.csv,Upstairs,50,6
ups 452.csv,Upstairs,50,6
ups 453.csv,Upstairs,50,6
ups 454.csv,Upstairs,50,6
ups 455.csv,Upstairs,50,6
ups 456.csv,Upstairs,50,6
ups 457.csv,Upstairs,50,6
ups 458.csv,Upstairs,50,6
ups 459.csv,Upstairs,50,6
ups 460.csv,Upstairs,50,6
ups 461.csv,Upstairs,50,6
ups 462.csv,Upstairs,50,6
ups 463.csv,Upstairs,50,6
ups 464.csv,Upstairs,50,6
ups 465.csv,Upstairs,50,6
ups 466.csv,Upstairs,50,6
ups 467.csv,Upstairs,50,6
ups 468.csv,Upstairs,50,6
ups 469.csv,Upstairs,50,6
ups 470.csv,Upstairs,50,6
ups 471.csv,Upstairs,50,6
ups 472.csv,Upstairs,50,6
ups 473.csv,Upstairs,50,6
ups 474.csv,Upstairs,50,6
ups 475.csv,Upstairs,50,6
ups 476.csv,Upstairs,50,6
ups 477.csv,Upstairs,50,6
ups 478.csv,Upstairs,50,6
ups 479.csv,Upstairs,50,6
ups 480.csv,Upstairs,50,6
ups 481.csv,Upstairs,50,6
ups 482.csv,Upstairs,50,6
ups 483.csv,Upstairs,50,6
ups 484.csv,Upstairs,50,6
ups 485.csv,Upstairs,50,6
ups 486.csv,Upstairs,50,6
ups 487.csv,Upstairs,50,6
ups 488.csv,Upstairs,50,6
ups 489.csv,Upstairs,50,6
ups 490.csv,Upstairs,50,6
ups 491.csv,Upstairs,50,6
ups 492.csv,Upstairs,50,6
ups 493.csv,Upstairs,50,6
ups 494.csv,Upstairs,50,6
ups 495.csv,Upstairs,50,6
ups 496.csv,Upstairs,50,6
ups 497.csv,Upstairs,50,6
ups 498.csv,Upstairs,50,6
ups 499.csv,Upstairs,50,6
ups 500.csv,Upstairs,50,6
ups 501.csv,Upstairs,50,6
ups 502.csv,Upstairs,50,6
ups 503.csv,Upstairs,50,6
ups 504.csv,Upstairs,50,6
ups 505.csv,Upstairs,50,6
ups 506.csv,Upstairs,50,6
ups 507.csv,Upstairs,50,6
ups 508.csv,Upstairs,50,6
ups 509.csv,Upstairs,50,6
ups 510.csv,Upstairs,50,6
ups 511.csv,Upstairs,50,6
ups 512.csv,Upstairs,50,6
ups 513.csv,Upstairs,50,6
ups 514.csv,Upstairs,50,6
ups 515.csv,Upstairs,50,6
ups 516.csv,Upstairs,50,6
ups 517.csv,Upstairs,50,6
ups 518.csv,Upstairs,50,6
ups 519.csv,Upstairs,50,6
ups 520.csv,Upstairs,50,6
ups 521.csv,Upstairs,50,6
ups 522.csv,Upstairs,50,6
ups 523.csv,Upstairs,50,6
ups 524.csv,Upstairs,50,6
ups 525.csv,Upstairs,50,6
ups 526.csv,Upstairs,50,6
ups 527.csv,Upstairs,50,6
ups 528.csv,Upstairs,50,6
ups 529.csv,Upstairs,50,6
ups 530.csv,Upstairs,50,6
ups 531.csv,Upstairs,50,6
ups 532.csv,Upstairs,50,6
ups 533.csv,Upstairs,50,6
ups 534.csv,Upstairs,50,6
ups 535.csv,Upstairs,50,6
ups 536.csv,Upstairs,50,6
ups 537.csv,Upstairs,50,6
ups 538.csv,Upstairs,50,6
ups 539.csv,Upstairs,50,6
ups 540.csv,Upstairs,50,6
ups 541.csv,Upstairs,50,6
ups 542.csv,Upstairs,50,6
ups 543.csv,Upstairs,50,6
ups 544.csv,Upstairs,50,6
ups 545.csv,Upstairs,50,6
ups 546.csv,Upstairs,50,6
ups 547.csv,Upstairs,50,6
ups 548.csv,Upstairs,50,6
ups 549.csv,Upstairs,50,6
wlk 800.csv,Walking,50,6
wlk 801.csv,Walking,50,6
wlk 802.csv,Walking,50,6
wlk 803.csv,Walking,50,6
wlk 804.csv,Walking,50,6
wlk 805.csv,Walking,50,6
wlk 806.csv,Walking,50,6
wlk 807.csv,Walking,50,6
wlk 808.csv,Walking,50,6
wlk 809.csv,Walking,50,6
wlk 810.csv,Walking,50,6
wlk 811.csv,Walking,50,6
wlk 812.csv,Walking,50,6
wlk 813.csv,Walking,50,6
wlk 814.csv,Walking,50,6
wlk 815.csv,Walking,50,6
wlk 816.csv,Walking,50,6
wlk 817.csv,Walking,50,6
wlk 818.csv,Walking,50,6
wlk 819.csv,Walking,50,6
wlk 820.csv,Walking,50,6
wlk 821.csv,Walking,50,6
wlk 822.csv,Walking,50,6
wlk 823.csv,Walking,50,6
wlk 824.csv,Walking,50,6
wlk 825.csv,Walking,50,6
wlk 826.csv,Walking,50,6
wlk 827.csv,Walking,50,6
wlk 828.csv,Walking,50,6
wlk 829.csv,Walking,50,6
wlk 830.csv,Walking,50,6
wlk 831.csv,Walking,50,6
wlk 832.csv,Walking,50,6
wlk 833.csv,Walking,50,6
wlk 834.csv,Walking,50,6
wlk 835.csv,Walking,50,6
wlk 836.csv,Walking,50,6
wlk 837.csv,Walking,50,6
wlk 838.csv,Walking,50,6
wlk 839.csv,Walking,50,6
wlk 840.csv,Walking,50,6
wlk 841.csv,Walking,50,6
wlk 842.csv,Walking,50,6
wlk 843.csv,Walking,50,6
wlk 844.csv,Walking,50,6
wlk 845.csv,Walking,50,6
wlk 846.csv,Walking,50,6
wlk 847.csv,Walking,50,6
wlk 848.csv,Walking,50,6
wlk 849.csv,Walking,50,6
wlk 850.csv,Walking,50,6
wlk 851.csv,Walking,50,6
wlk 852.csv,Walking,50,6
wlk 853.csv,Walking,50,6
wlk 854.csv,Walking,50,6
wlk 855.csv,Walking,50,6
wlk 856.csv,Walking,50,6
wlk 857.csv,Walking,50,6
wlk 858.csv,Walking,50,6
wlk 859.csv,Walking,50,6
wlk 860.csv,Walking,50,6
wlk 861.csv,Walking,50,6
wlk 862.csv,Walking,50,6
wlk 863.csv,Walking,50,6
wlk 864.csv,Walking,50,6
wlk 865.csv,Walking,50,6
wlk 866.csv,Walking,50,6
wlk 867.csv,Walking,50,6
wlk 868.csv,Walking,50,6
wlk 869.csv,Walking,50,6
wlk 870.csv,Walking,50,6
wlk 871.csv,Walking,50,6
wlk 872.csv,Walking,50,6
wlk 873.csv,Walking,50,6
wlk 874.csv,Walking,50,6
wlk 875.csv,Walking,50,6
wlk 876.csv,Walking,50,6
wlk 877.csv,Walking,50,6
wlk 878.csv,Walking,50,6
wlk 879.csv,Walking,50,6
wlk 880.csv,Walking,50,6
wlk 881.csv,Walking,50,6
wlk 882.csv,Walking,50,6
wlk 883.csv,Walking,50,6
wlk 884.csv,Walking,50,6
wlk 885.csv,Walking,50,6
wlk 886.csv,Walking,50,6
wlk 887.csv,Walking,50,6
wlk 888.csv,Walking,50,6
wlk 889.csv,Walking,50,6
wlk 890.csv,Walking,50,6
wlk 891.csv,Walking,50,6
wlk 892.csv,Walking,50,6
wlk 893.csv,Walking,50,6
wlk 894.csv,Walking,50,6
wlk 895.csv,Walking,50,6
wlk 896.csv,Walking,50,6
wlk 897.csv,Walking,50,6
wlk 898.csv,Walking,50,6
wlk 899.csv,Walking,50,6
wlk 900.csv,Walking,50,6
wlk 901.csv,Walking,50,6
wlk 902.csv,Walking,50,6
wlk 903.csv,Walking,50,6
wlk 904.csv,Walking,50,6
wlk 905.csv,Walking,50,6
wlk 906.csv,Walking,50,6
wlk 907.csv,Walking,50,6
wlk 908.csv,Walking,50,6
wlk 909.csv,Walking,50,6
wlk 910.csv,Walking,50,6
wlk 911.csv,Walking,50,6
wlk 912.csv,Walking,50,6
wlk 913.csv,Walking,50,6
wlk 914.csv,Walking,50,6
wlk 915.csv,Walking,50,6
wlk 916.csv,Walking,50,6
wlk 917.csv,Walking,50,6
wlk 918.csv,Walking,50,6
wlk 919.csv,Walking,50,6
wlk 920.csv,Walking,50,6
wlk 921.csv,Walking,50,6
wlk 922.csv,Walking,50,6
wlk 923.csv,Walking,50,6
wlk 924.csv,Walking,50,6
wlk 925.csv,Walking,50,6
wlk 926.csv,Walking,50,6
wlk 927.csv,Walking,50,6
wlk 928.csv,Walking,50,6
wlk 929.csv,Walking,50,6
wlk 930.csv,Walking,50,6
wlk 931.csv,Walking,50,6
wlk 932.csv,Walking,50,6
wlk 933.csv,Walking,50,6
wlk 934.csv,Walking,50,6
wlk 935.csv,Walking,50,6
wlk 936.csv,Walking,50,6
wlk 937.csv,Walking,50,6
wlk 938.csv,Walking,50,6
wlk 939.csv,Walking,50,6
wlk 940.csv,Walking,50,6
wlk 941.csv,Walking,50,6
wlk 942.csv,Walking,50,6
wlk 943.csv,Walking,50,6
wlk 944.csv,Walking,50,6
wlk 945.csv,Walking,50,6
wlk 946.csv,Walking,50,6
wlk 947.csv,Walking,50,6
wlk 948.csv,Walking,50,6
wlk 949.csv,Walking,50,6
